signal_ts,signal_time,entry_time,exit_time,calendar_year,quarter,half_year,regime,exit_reason,gross_return,funding_return,cost_return,net_return,initial_risk_return,result_r
1631574000000,2021-09-13T23:00:00+00:00,2021-09-14T00:00:00+00:00,2021-09-14T22:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.03820422410126967,-0.0001,0.001,0.037104224101269664,0.02865316807595223,1.294943163105589
1632207600000,2021-09-21T07:00:00+00:00,2021-09-21T08:00:00+00:00,2021-09-21T16:00:00+00:00,2021,2021-07,2021-07,strong_low,stop,-0.038866649967143174,-0.0001,0.001,-0.03996664996714318,0.038866649967143126,-1.0283018989527002
1632290400000,2021-09-22T06:00:00+00:00,2021-09-22T07:00:00+00:00,2021-09-22T18:00:00+00:00,2021,2021-07,2021-07,strong_low,take,0.05309996291012187,-0.0001,0.001,0.051999962910121864,0.039824972182591414,1.305712472860244
1632517200000,2021-09-24T21:00:00+00:00,2021-09-24T22:00:00+00:00,2021-09-25T08:00:00+00:00,2021,2021-07,2021-07,strong_low,stop,-0.03132981242494459,0.0,0.001,-0.03232981242494459,0.031329812424944606,-1.0319184802780303
1633636800000,2021-10-07T20:00:00+00:00,2021-10-07T21:00:00+00:00,2021-10-08T05:00:00+00:00,2021,2021-10,2021-07,strong_low,stop,-0.020899741353400003,0.0,0.001,-0.021899741353400004,0.020899741353400045,-1.047847482085575
1635307200000,2021-10-27T04:00:00+00:00,2021-10-27T05:00:00+00:00,2021-10-27T07:00:00+00:00,2021,2021-10,2021-07,strong_low,stop,-0.0174205589273968,0.0,0.001,-0.018420558927396802,0.01742055892739679,-1.0574034394744558
1635966000000,2021-11-03T19:00:00+00:00,2021-11-03T20:00:00+00:00,2021-11-04T03:00:00+00:00,2021,2021-10,2021-07,strong_low,stop,-0.017735369973560955,0.0,0.001,-0.018735369973560956,0.017735369973560944,-1.0563845017888414
1636639200000,2021-11-11T14:00:00+00:00,2021-11-11T15:00:00+00:00,2021-11-12T09:00:00+00:00,2021,2021-10,2021-07,strong_low,stop,-0.019785773372527515,-0.0002,0.001,-0.020985773372527515,0.019785773372527588,-1.0606496383743138
1637308800000,2021-11-19T08:00:00+00:00,2021-11-19T09:00:00+00:00,2021-11-19T19:00:00+00:00,2021,2021-10,2021-07,weak_low,take,0.03304427389508402,0.0,0.001,0.03204427389508402,0.024783205421313004,1.2929834277016747
1637679600000,2021-11-23T15:00:00+00:00,2021-11-23T16:00:00+00:00,2021-11-24T14:00:00+00:00,2021,2021-10,2021-07,weak_low,stop,-0.022031646828880147,0.0,0.001,-0.023031646828880148,0.02203164682888008,-1.0453892533666262
1637996400000,2021-11-27T07:00:00+00:00,2021-11-27T08:00:00+00:00,2021-11-28T02:00:00+00:00,2021,2021-10,2021-07,weak_low,stop,-0.026864221262764776,0.0,0.001,-0.027864221262764777,0.026864221262764682,-1.0372242318219047
1638291600000,2021-11-30T17:00:00+00:00,2021-11-30T18:00:00+00:00,2021-12-01T00:00:00+00:00,2021,2021-10,2021-07,weak_low,take,0.029013243262628663,-0.0001625,0.001,0.027850743262628663,0.02175993244697152,1.2799094542457938
1638640800000,2021-12-04T18:00:00+00:00,2021-12-04T19:00:00+00:00,2021-12-05T19:00:00+00:00,2021,2021-10,2021-07,weak_low,time,0.018786991349715176,0.0,0.001,0.017786991349715175,0.04169009708498935,0.4266478754763907
